kabkota_code,kabkota_name,week_start_date,t_mean,t_min,t_max,hu_mean,ws_mean,tcc_mean,rain_hours,rain_frac,hours
31.73,KOTA ADM. JAKARTA BARAT,2024-09-30,29.77,28.1,31.31,81.67,10.6,75.97,94,0.5595,168
31.73,KOTA ADM. JAKARTA BARAT,2024-10-07,28.02,26.38,29.7,83.57,12.12,77.55,102,0.6071,168
31.73,KOTA ADM. JAKARTA BARAT,2024-10-14,29.08,27.51,30.81,86.8,10.45,69.94,100,0.5952,168
31.73,KOTA ADM. JAKARTA BARAT,2024-10-21,29.63,27.98,31.14,83.06,11.02,77.25,99,0.5893,168
31.73,KOTA ADM. JAKARTA BARAT,2024-10-28,28.75,27.24,30.53,87.62,8.84,72.33,94,0.5595,168
31.73,KOTA ADM. JAKARTA BARAT,2024-11-04,29.28,27.76,30.82,86.09,8.36,74.75,93,0.5536,168
31.73,KOTA ADM. JAKARTA BARAT,2024-11-11,28.25,26.55,29.78,81.67,10.18,65.08,78,0.4643,168
31.73,KOTA ADM. JAKARTA BARAT,2024-11-18,28.16,26.45,29.73,83.13,8.82,68.3,97,0.5774,168
31.73,KOTA ADM. JAKARTA BARAT,2024-11-25,28.09,26.35,29.77,82.64,8.24,60.56,69,0.4107,168
31.73,KOTA ADM. JAKARTA BARAT,2024-12-02,28.74,27.07,30.39,82.95,6.93,72.13,68,0.4048,168
31.73,KOTA ADM. JAKARTA BARAT,2024-12-09,27.9,26.31,29.59,86.73,8.81,67.66,57,0.3393,168
31.73,KOTA ADM. JAKARTA BARAT,2024-12-16,28.61,26.96,30.25,86.26,6.54,67.98,72,0.4286,168
31.73,KOTA ADM. JAKARTA BARAT,2024-12-23,28.22,26.45,29.99,84.75,7.15,57.43,68,0.4048,168
31.73,KOTA ADM. JAKARTA BARAT,2024-12-30,28.18,26.51,29.79,84.33,7.14,66.0,58,0.3452,168
31.73,KOTA ADM. JAKARTA BARAT,2025-01-06,26.87,25.3,28.56,80.71,7.42,53.84,49,0.2917,168
31.73,KOTA ADM. JAKARTA BARAT,2025-01-13,28.4,26.63,30.07,80.96,8.26,52.75,48,0.2857,168
31.73,KOTA ADM. JAKARTA BARAT,2025-01-20,28.04,26.38,29.72,82.75,7.61,59.74,47,0.2798,168
31.73,KOTA ADM. JAKARTA BARAT,2025-01-27,26.3,24.54,28.04,78.65,8.83,52.86,36,0.2143,168
31.73,KOTA ADM. JAKARTA BARAT,2025-02-03,27.75,26.12,29.48,78.67,5.79,54.62,16,0.0952,168
31.73,KOTA ADM. JAKARTA BARAT,2025-02-10,26.95,25.36,28.53,78.51,7.72,51.76,21,0.125,168
31.73,KOTA ADM. JAKARTA BARAT,2025-02-17,26.74,25.09,28.51,78.13,8.89,47.6,24,0.1429,168
31.73,KOTA ADM. JAKARTA BARAT,2025-02-24,26.51,24.94,28.18,76.17,6.13,47.89,26,0.1548,168
31.73,KOTA ADM. JAKARTA BARAT,2025-03-03,27.52,25.76,29.04,76.11,7.69,46.29,13,0.0774,168
31.73,KOTA ADM. JAKARTA BARAT,2025-03-10,27.08,25.47,28.74,76.87,8.03,46.55,11,0.0655,168
31.73,KOTA ADM. JAKARTA BARAT,2025-03-17,25.86,24.35,27.58,77.98,8.04,42.16,8,0.0476,168
31.73,KOTA ADM. JAKARTA BARAT,2025-03-24,26.63,24.96,28.2,78.95,8.88,45.05,12,0.0714,168
31.73,KOTA ADM. JAKARTA BARAT,2025-03-31,27.13,25.35,28.8,79.06,8.1,42.24,13,0.0774,168
31.73,KOTA ADM. JAKARTA BARAT,2025-04-07,26.52,25.01,28.05,80.37,7.21,47.09,26,0.1548,168
31.73,KOTA ADM. JAKARTA BARAT,2025-04-14,27.68,25.9,29.36,76.71,10.51,40.54,20,0.119,168
31.73,KOTA ADM. JAKARTA BARAT,2025-04-21,27.22,25.44,28.81,80.29,8.42,50.2,35,0.2083,168
31.73,KOTA ADM. JAKARTA BARAT,2025-04-28,26.12,24.38,27.66,78.55,12.18,41.66,23,0.1369,168
31.73,KOTA ADM. JAKARTA BARAT,2025-05-05,27.01,25.31,28.57,81.63,11.06,45.22,24,0.1429,168
31.73,KOTA ADM. JAKARTA BARAT,2025-05-12,26.95,25.41,28.51,79.22,10.21,44.66,31,0.1845,168
31.73,KOTA ADM. JAKARTA BARAT,2025-05-19,27.57,25.85,29.21,77.13,9.69,55.81,39,0.2321,168
31.73,KOTA ADM. JAKARTA BARAT,2025-05-26,28.12,26.42,29.72,80.98,10.86,51.1,34,0.2024,168
31.73,KOTA ADM. JAKARTA BARAT,2025-06-02,27.42,25.64,29.19,79.48,12.5,50.94,37,0.2202,168
31.73,KOTA ADM. JAKARTA BARAT,2025-06-09,27.11,25.49,28.84,78.15,9.58,56.49,44,0.2619,168
31.73,KOTA ADM. JAKARTA BARAT,2025-06-16,27.58,26.07,29.23,80.14,13.24,60.21,41,0.244,168
31.73,KOTA ADM. JAKARTA BARAT,2025-06-23,27.64,25.85,29.17,80.51,12.84,56.24,45,0.2679,168
31.73,KOTA ADM. JAKARTA BARAT,2025-06-30,27.74,26.13,29.41,80.28,14.28,58.52,65,0.3869,168
31.73,KOTA ADM. JAKARTA BARAT,2025-07-07,28.56,26.82,30.35,84.56,12.4,66.36,61,0.3631,168
31.73,KOTA ADM. JAKARTA BARAT,2025-07-14,28.43,26.86,30.03,80.56,12.55,63.3,62,0.369,168
31.73,KOTA ADM. JAKARTA BARAT,2025-07-21,29.32,27.68,31.09,84.0,14.0,65.78,91,0.5417,168
31.73,KOTA ADM. JAKARTA BARAT,2025-07-28,29.26,27.73,30.86,85.64,12.0,71.37,81,0.4821,168
31.73,KOTA ADM. JAKARTA BARAT,2025-08-04,28.31,26.54,29.95,83.96,14.03,73.08,104,0.619,168
31.73,KOTA ADM. JAKARTA BARAT,2025-08-11,29.1,27.44,30.78,83.52,13.67,70.55,81,0.4821,168
31.74,KOTA ADM. JAKARTA SELATAN,2024-08-19,28.43,26.85,30.17,84.47,10.26,68.18,80,0.4762,168
31.74,KOTA ADM. JAKARTA SELATAN,2024-08-26,28.69,27.11,30.42,79.47,10.06,61.47,60,0.3571,168
31.74,KOTA ADM. JAKARTA SELATAN,2024-09-02,28.31,26.69,29.95,85.57,9.67,66.04,56,0.3333,168
31.74,KOTA ADM. JAKARTA SELATAN,2024-09-09,28.34,26.56,30.05,81.58,8.08,58.19,64,0.381,168
31.74,KOTA ADM. JAKARTA SELATAN,2024-09-16,27.46,25.92,29.1,81.28,8.19,52.74,69,0.4107,168
31.74,KOTA ADM. JAKARTA SELATAN,2024-09-23,27.81,26.28,29.47,81.18,9.07,54.29,41,0.244,168
31.74,KOTA ADM. JAKARTA SELATAN,2024-09-30,28.13,26.58,29.84,82.67,8.3,58.37,45,0.2679,168
31.74,KOTA ADM. JAKARTA SELATAN,2024-10-07,27.27,25.74,28.78,84.25,9.06,52.55,39,0.2321,168
31.74,KOTA ADM. JAKARTA SELATAN,2024-10-14,27.5,25.99,29.25,83.18,7.0,59.86,35,0.2083,168
31.74,KOTA ADM. JAKARTA SELATAN,2024-10-21,27.62,26.04,29.38,79.73,7.59,56.46,28,0.1667,168
31.74,KOTA ADM. JAKARTA SELATAN,2024-10-28,26.89,25.3,28.39,78.67,8.24,50.34,36,0.2143,168
31.74,KOTA ADM. JAKARTA SELATAN,2024-11-04,27.15,25.44,28.8,80.28,7.31,48.4,28,0.1667,168
31.74,KOTA ADM. JAKARTA SELATAN,2024-11-11,27.47,25.75,29.01,77.12,7.25,50.73,26,0.1548,168
31.74,KOTA ADM. JAKARTA SELATAN,2024-11-18,26.86,25.24,28.55,77.94,7.21,47.56,16,0.0952,168
31.74,KOTA ADM. JAKARTA SELATAN,2024-11-25,27.43,25.7,28.99,79.85,7.4,39.35,28,0.1667,168
31.74,KOTA ADM. JAKARTA SELATAN,2024-12-02,26.6,24.82,28.34,72.37,6.93,40.38,18,0.1071,168
31.74,KOTA ADM. JAKARTA SELATAN,2024-12-09,26.54,24.79,28.05,79.97,6.22,54.59,7,0.0417,168
31.74,KOTA ADM. JAKARTA SELATAN,2024-12-16,27.06,25.3,28.76,76.91,5.97,48.61,11,0.0655,168
31.74,KOTA ADM. JAKARTA SELATAN,2024-12-23,27.62,26.01,29.26,76.41,5.81,44.52,26,0.1548,168
31.74,KOTA ADM. JAKARTA SELATAN,2024-12-30,27.85,26.24,29.47,75.99,5.47,31.89,26,0.1548,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-01-06,26.61,24.94,28.25,74.39,7.49,52.66,23,0.1369,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-01-13,27.24,25.7,28.84,81.66,9.54,45.9,16,0.0952,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-01-20,26.45,24.72,28.21,76.2,8.69,50.81,28,0.1667,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-01-27,27.59,26.06,29.13,79.02,10.77,50.51,32,0.1905,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-02-03,28.04,26.37,29.83,77.88,10.11,49.37,31,0.1845,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-02-10,27.55,26.0,29.21,75.55,9.12,46.78,28,0.1667,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-02-17,27.78,25.99,29.3,76.24,6.8,53.25,25,0.1488,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-02-24,27.86,26.09,29.55,80.39,7.44,53.73,56,0.3333,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-03-03,27.46,25.79,29.16,79.93,10.33,54.51,52,0.3095,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-03-10,27.9,26.32,29.61,84.78,9.97,63.06,38,0.2262,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-03-17,28.11,26.57,29.72,80.06,11.08,66.19,59,0.3512,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-03-24,28.39,26.84,29.94,83.92,10.19,59.48,56,0.3333,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-03-31,28.43,26.83,30.17,84.63,9.55,62.33,71,0.4226,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-04-07,28.98,27.18,30.71,81.45,12.73,66.25,74,0.4405,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-04-14,28.58,27.04,30.2,84.84,11.91,66.89,92,0.5476,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-04-21,29.64,28.1,31.22,87.6,12.65,66.04,76,0.4524,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-04-28,28.74,27.24,30.47,88.12,15.09,66.36,87,0.5179,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-05-05,29.09,27.3,30.67,85.0,11.82,63.18,89,0.5298,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-05-12,29.83,28.19,31.52,84.79,13.45,74.35,87,0.5179,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-05-19,29.1,27.32,30.6,84.8,12.78,68.48,93,0.5536,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-05-26,29.32,27.62,30.87,85.41,12.43,72.35,96,0.5714,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-06-02,29.26,27.7,30.96,85.14,13.82,79.65,110,0.6548,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-06-09,29.79,28.17,31.35,86.88,12.56,77.44,100,0.5952,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-06-16,28.93,27.16,30.72,88.36,12.11,73.93,99,0.5893,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-06-23,29.09,27.41,30.67,84.91,13.23,68.9,90,0.5357,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-06-30,28.15,26.39,29.83,91.81,13.08,76.94,99,0.5893,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-07-07,29.9,28.28,31.46,85.52,12.43,68.07,104,0.619,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-07-14,28.92,27.34,30.66,84.58,14.39,66.58,96,0.5714,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-07-21,28.7,27.2,30.3,89.17,12.06,74.83,99,0.5893,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-07-28,29.55,27.82,31.19,84.21,10.07,73.39,98,0.5833,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-08-04,28.95,27.4,30.68,84.91,13.61,72.85,100,0.5952,168
31.74,KOTA ADM. JAKARTA SELATAN,2025-08-11,29.36,27.84,31.13,81.87,11.6,63.24,76,0.4524,168
31.75,KOTA ADM. JAKARTA TIMUR,2024-08-19,26.86,25.35,28.6,76.02,8.55,51.91,13,0.0774,168
31.75,KOTA ADM. JAKARTA TIMUR,2024-08-26,27.58,25.83,29.35,78.64,7.14,46.88,24,0.1429,168
31.75,KOTA ADM. JAKARTA TIMUR,2024-09-02,26.6,25.09,28.3,79.62,7.26,50.45,26,0.1548,168
31.75,KOTA ADM. JAKARTA TIMUR,2024-09-09,26.86,25.12,28.45,80.58,7.52,38.03,2,0.0119,168
31.75,KOTA ADM. JAKARTA TIMUR,2024-09-16,25.87,24.3,27.52,75.48,8.35,48.9,18,0.1071,168
31.75,KOTA ADM. JAKARTA TIMUR,2024-09-23,26.78,25.06,28.28,73.13,7.51,45.9,11,0.0655,168
31.75,KOTA ADM. JAKARTA TIMUR,2024-09-30,26.64,25.12,28.38,78.84,6.75,35.37,14,0.0833,168
31.75,KOTA ADM. JAKARTA TIMUR,2024-10-07,25.96,24.26,27.75,78.89,5.35,47.45,0,0.0,168
31.75,KOTA ADM. JAKARTA TIMUR,2024-10-14,26.8,25.02,28.48,77.75,8.26,39.0,22,0.131,168
31.75,KOTA ADM. JAKARTA TIMUR,2024-10-21,27.33,25.67,29.12,78.09,7.62,47.28,33,0.1964,168
31.75,KOTA ADM. JAKARTA TIMUR,2024-10-28,27.23,25.48,28.98,75.97,6.0,48.04,31,0.1845,168
31.75,KOTA ADM. JAKARTA TIMUR,2024-11-04,27.7,25.98,29.43,75.4,7.17,45.21,11,0.0655,168
31.75,KOTA ADM. JAKARTA TIMUR,2024-11-11,27.76,26.15,29.38,80.94,9.58,50.89,57,0.3393,168
31.75,KOTA ADM. JAKARTA TIMUR,2024-11-18,27.62,25.89,29.17,82.58,6.77,54.35,46,0.2738,168
31.75,KOTA ADM. JAKARTA TIMUR,2024-11-25,27.48,25.7,29.21,80.23,6.37,57.18,47,0.2798,168
31.75,KOTA ADM. JAKARTA TIMUR,2024-12-02,28.56,26.93,30.36,79.5,7.57,64.88,45,0.2679,168
31.75,KOTA ADM. JAKARTA TIMUR,2024-12-09,28.49,26.71,30.15,79.39,9.51,50.8,58,0.3452,168
31.75,KOTA ADM. JAKARTA TIMUR,2024-12-16,27.77,26.18,29.35,80.42,8.42,55.71,64,0.381,168
31.75,KOTA ADM. JAKARTA TIMUR,2024-12-23,27.92,26.18,29.52,82.58,8.81,61.66,68,0.4048,168
31.75,KOTA ADM. JAKARTA TIMUR,2024-12-30,28.56,26.99,30.26,86.72,7.9,69.79,70,0.4167,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-01-06,29.16,27.46,30.73,86.55,8.8,61.54,73,0.4345,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-01-13,28.82,27.05,30.35,84.83,10.4,67.43,92,0.5476,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-01-20,28.77,27.2,30.29,86.61,10.01,60.17,84,0.5,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-01-27,28.39,26.65,30.14,85.61,8.2,70.25,88,0.5238,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-02-03,29.55,27.98,31.25,85.29,10.74,65.53,100,0.5952,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-02-10,28.29,26.7,29.83,84.78,10.78,74.8,90,0.5357,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-02-17,29.02,27.3,30.59,86.7,9.96,72.14,93,0.5536,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-02-24,29.29,27.75,30.91,86.02,11.67,69.87,110,0.6548,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-03-03,28.98,27.24,30.59,85.03,14.03,80.55,105,0.625,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-03-10,28.9,27.18,30.47,83.94,11.17,71.1,94,0.5595,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-03-17,28.48,26.83,30.01,87.99,11.71,78.58,103,0.6131,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-03-24,29.19,27.58,30.97,86.05,13.04,76.53,100,0.5952,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-03-31,29.01,27.24,30.58,84.13,13.05,76.26,108,0.6429,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-04-07,29.41,27.85,31.08,89.43,12.32,71.86,101,0.6012,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-04-14,28.59,27.03,30.15,89.28,13.58,71.7,98,0.5833,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-04-21,29.45,27.85,31.11,84.07,13.7,72.86,79,0.4702,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-04-28,28.56,26.96,30.3,84.63,11.56,66.97,79,0.4702,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-05-05,29.04,27.3,30.8,84.88,11.86,66.81,75,0.4464,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-05-12,28.59,27.02,30.34,86.33,10.54,64.02,61,0.3631,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-05-19,28.55,27.02,30.29,86.02,11.79,66.32,67,0.3988,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-05-26,27.98,26.33,29.74,82.09,12.31,62.67,70,0.4167,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-06-02,28.75,27.13,30.49,79.05,13.5,59.3,74,0.4405,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-06-09,27.76,26.1,29.26,85.22,10.69,64.64,55,0.3274,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-06-16,28.08,26.55,29.66,82.52,9.55,64.06,52,0.3095,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-06-23,27.41,25.72,28.97,83.67,10.43,59.11,57,0.3393,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-06-30,26.69,25.06,28.44,77.67,10.63,57.14,50,0.2976,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-07-07,27.7,25.99,29.42,80.44,9.02,59.47,31,0.1845,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-07-14,26.64,24.98,28.32,81.65,11.92,54.16,32,0.1905,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-07-21,27.3,25.71,28.84,79.56,8.16,37.35,48,0.2857,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-07-28,26.95,25.32,28.52,75.04,11.21,50.66,32,0.1905,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-08-04,26.98,25.43,28.55,79.98,7.15,46.92,30,0.1786,168
31.75,KOTA ADM. JAKARTA TIMUR,2025-08-11,27.64,25.97,29.17,77.36,10.01,39.45,26,0.1548,168
51.01,KAB. JEMBRANA,2024-08-19,27.63,26.0,29.32,81.23,7.47,44.43,35,0.2083,168
51.01,KAB. JEMBRANA,2024-08-26,27.24,25.48,29.0,82.58,8.71,57.33,51,0.3036,168
51.01,KAB. JEMBRANA,2024-09-02,27.42,25.67,29.08,80.48,6.26,63.09,57,0.3393,168
51.01,KAB. JEMBRANA,2024-09-09,27.25,25.47,28.91,76.13,7.08,62.41,58,0.3452,168
51.01,KAB. JEMBRANA,2024-09-16,27.61,25.84,29.36,80.59,8.25,60.4,64,0.381,168
51.01,KAB. JEMBRANA,2024-09-23,28.51,26.79,30.2,82.48,8.0,66.52,58,0.3452,168
51.01,KAB. JEMBRANA,2024-09-30,28.0,26.33,29.64,81.94,8.34,58.46,83,0.494,168
51.01,KAB. JEMBRANA,2024-10-07,28.11,26.59,29.85,82.36,6.66,51.35,78,0.4643,168
51.01,KAB. JEMBRANA,2024-10-14,29.14,27.55,30.9,82.56,8.4,67.96,68,0.4048,168
51.01,KAB. JEMBRANA,2024-10-21,28.77,27.05,30.35,84.45,8.12,68.92,70,0.4167,168
51.01,KAB. JEMBRANA,2024-10-28,27.68,25.97,29.43,87.25,7.48,68.54,71,0.4226,168
51.01,KAB. JEMBRANA,2024-11-04,28.88,27.35,30.59,86.06,9.24,69.99,91,0.5417,168
51.01,KAB. JEMBRANA,2024-11-11,29.69,28.01,31.32,84.88,9.24,76.43,90,0.5357,168
51.01,KAB. JEMBRANA,2024-11-18,28.52,26.86,30.29,85.77,8.08,76.64,100,0.5952,168
51.01,KAB. JEMBRANA,2024-11-25,28.8,27.3,30.52,84.21,9.62,74.96,104,0.619,168
51.01,KAB. JEMBRANA,2024-12-02,28.98,27.47,30.6,88.49,9.02,75.45,99,0.5893,168
51.01,KAB. JEMBRANA,2024-12-09,28.66,27.15,30.3,90.1,10.68,74.04,101,0.6012,168
51.01,KAB. JEMBRANA,2024-12-16,28.98,27.22,30.68,88.03,12.69,66.22,94,0.5595,168
51.01,KAB. JEMBRANA,2024-12-23,29.43,27.7,31.0,88.12,11.2,71.45,108,0.6429,168
51.01,KAB. JEMBRANA,2024-12-30,28.74,27.18,30.31,84.51,12.33,86.29,86,0.5119,168
51.01,KAB. JEMBRANA,2025-01-06,29.18,27.38,30.8,83.98,14.2,65.37,106,0.631,168
51.01,KAB. JEMBRANA,2025-01-13,29.53,27.9,31.13,83.47,11.14,68.62,90,0.5357,168
51.01,KAB. JEMBRANA,2025-01-20,29.02,27.28,30.69,88.44,11.99,77.85,91,0.5417,168
51.01,KAB. JEMBRANA,2025-01-27,29.0,27.21,30.71,87.08,10.9,61.73,86,0.5119,168
51.01,KAB. JEMBRANA,2025-02-03,28.75,26.98,30.37,83.31,12.44,66.51,89,0.5298,168
51.01,KAB. JEMBRANA,2025-02-10,29.82,28.26,31.37,80.49,11.06,78.74,89,0.5298,168
51.01,KAB. JEMBRANA,2025-02-17,28.16,26.55,29.73,86.4,13.15,69.09,85,0.506,168
51.01,KAB. JEMBRANA,2025-02-24,28.4,26.73,30.2,81.88,13.61,75.28,72,0.4286,168
51.01,KAB. JEMBRANA,2025-03-03,29.02,27.27,30.58,82.1,12.86,62.53,83,0.494,168
51.01,KAB. JEMBRANA,2025-03-10,27.77,26.21,29.34,85.32,12.03,63.38,65,0.3869,168
51.01,KAB. JEMBRANA,2025-03-17,29.03,27.45,30.72,82.6,13.27,66.0,57,0.3393,168
51.01,KAB. JEMBRANA,2025-03-24,27.69,26.11,29.44,83.1,13.97,50.28,50,0.2976,168
51.01,KAB. JEMBRANA,2025-03-31,27.66,26.04,29.34,81.74,12.05,63.99,46,0.2738,168
51.01,KAB. JEMBRANA,2025-04-07,28.38,26.6,30.02,81.5,11.69,61.02,41,0.244,168
51.01,KAB. JEMBRANA,2025-04-14,27.76,25.97,29.41,80.46,10.72,58.39,34,0.2024,168
51.01,KAB. JEMBRANA,2025-04-21,26.86,25.2,28.42,80.96,12.08,55.59,40,0.2381,168
51.01,KAB. JEMBRANA,2025-04-28,26.96,25.41,28.66,81.58,11.35,44.72,39,0.2321,168
51.01,KAB. JEMBRANA,2025-05-05,26.28,24.73,27.96,82.59,12.43,42.51,25,0.1488,168
51.01,KAB. JEMBRANA,2025-05-12,27.49,25.72,29.15,78.01,11.97,42.62,14,0.0833,168
51.01,KAB. JEMBRANA,2025-05-19,26.85,25.33,28.64,80.3,9.77,49.64,22,0.131,168
51.01,KAB. JEMBRANA,2025-05-26,26.79,25.11,28.4,71.95,9.86,46.82,27,0.1607,168
51.01,KAB. JEMBRANA,2025-06-02,27.03,25.29,28.77,79.64,10.2,38.92,22,0.131,168
51.01,KAB. JEMBRANA,2025-06-09,27.25,25.7,28.93,75.57,8.07,46.3,18,0.1071,168
51.01,KAB. JEMBRANA,2025-06-16,26.49,24.84,28.29,78.96,9.01,43.63,10,0.0595,168
51.01,KAB. JEMBRANA,2025-06-23,26.82,25.09,28.5,77.8,8.05,47.6,11,0.0655,168
51.01,KAB. JEMBRANA,2025-06-30,26.28,24.53,27.95,78.12,9.77,46.02,21,0.125,168
51.01,KAB. JEMBRANA,2025-07-07,26.61,24.88,28.32,77.34,8.62,48.27,25,0.1488,168
51.01,KAB. JEMBRANA,2025-07-14,26.82,25.21,28.38,76.91,7.32,47.99,19,0.1131,168
51.01,KAB. JEMBRANA,2025-07-21,27.81,26.17,29.55,80.94,9.1,49.61,15,0.0893,168
51.01,KAB. JEMBRANA,2025-07-28,26.47,24.96,28.15,78.32,6.43,52.6,50,0.2976,168
51.01,KAB. JEMBRANA,2025-08-04,27.22,25.71,28.94,80.78,7.41,56.98,26,0.1548,168
51.01,KAB. JEMBRANA,2025-08-11,27.73,26.2,29.4,79.41,7.93,49.78,34,0.2024,168
51.02,KAB. TABANAN,2024-08-19,26.88,25.27,28.6,79.51,5.52,54.8,51,0.3036,168
51.02,KAB. TABANAN,2024-08-26,27.35,25.72,29.06,80.9,7.9,55.63,61,0.3631,168
51.02,KAB. TABANAN,2024-09-02,27.49,25.78,28.99,81.73,7.43,68.94,52,0.3095,168
51.02,KAB. TABANAN,2024-09-09,28.71,27.17,30.33,82.11,6.13,60.86,62,0.369,168
51.02,KAB. TABANAN,2024-09-16,28.59,26.98,30.11,82.57,6.28,59.64,77,0.4583,168
51.02,KAB. TABANAN,2024-09-23,28.39,26.72,30.12,84.89,8.25,68.69,66,0.3929,168
51.02,KAB. TABANAN,2024-09-30,28.25,26.61,29.79,83.45,7.84,65.97,80,0.4762,168
51.02,KAB. TABANAN,2024-10-07,28.75,27.17,30.54,81.06,8.38,67.8,76,0.4524,168
51.02,KAB. TABANAN,2024-10-14,28.7,27.12,30.32,85.78,6.5,66.95,92,0.5476,168
51.02,KAB. TABANAN,2024-10-21,29.66,28.09,31.41,81.66,7.8,71.66,99,0.5893,168
51.02,KAB. TABANAN,2024-10-28,29.53,28.0,31.2,83.31,8.82,70.15,85,0.506,168
51.02,KAB. TABANAN,2024-11-04,28.96,27.38,30.61,89.15,6.28,68.64,77,0.4583,168
51.02,KAB. TABANAN,2024-11-11,30.01,28.45,31.59,89.45,9.18,78.28,100,0.5952,168
51.02,KAB. TABANAN,2024-11-18,29.23,27.48,30.85,83.19,10.28,73.75,91,0.5417,168
51.02,KAB. TABANAN,2024-11-25,29.6,28.05,31.33,89.2,10.26,73.34,107,0.6369,168
51.02,KAB. TABANAN,2024-12-02,29.82,28.18,31.59,89.53,11.61,73.45,114,0.6786,168
51.02,KAB. TABANAN,2024-12-09,29.81,28.25,31.54,86.44,11.37,85.13,98,0.5833,168
51.02,KAB. TABANAN,2024-12-16,29.49,27.84,31.11,85.95,10.74,67.75,106,0.631,168
51.02,KAB. TABANAN,2024-12-23,29.87,28.26,31.62,80.78,7.97,78.15,91,0.5417,168
51.02,KAB. TABANAN,2024-12-30,29.28,27.71,31.0,87.39,12.21,75.74,94,0.5595,168
51.02,KAB. TABANAN,2025-01-06,28.62,27.09,30.15,85.52,13.78,73.21,96,0.5714,168
51.02,KAB. TABANAN,2025-01-13,28.7,27.12,30.47,86.3,12.3,70.07,97,0.5774,168
51.02,KAB. TABANAN,2025-01-20,29.38,27.87,31.06,92.05,12.67,67.98,83,0.494,168
51.02,KAB. TABANAN,2025-01-27,29.17,27.5,30.83,85.41,12.8,69.88,73,0.4345,168
51.02,KAB. TABANAN,2025-02-03,28.1,26.57,29.86,82.82,12.96,67.49,76,0.4524,168
51.02,KAB. TABANAN,2025-02-10,28.63,26.96,30.28,82.36,14.17,68.81,77,0.4583,168
51.02,KAB. TABANAN,2025-02-17,28.4,26.84,30.16,85.25,13.51,71.16,66,0.3929,168
